RT,SERIALNO,SPORDER,PUMA,ST,ADJINC,PWGTP,AGEP,MAR,RELP,SCH,SCHL,SEX,WAGP,ESR,HISP,MSP,OC,PERNP,PINCP,RAC1P,RC
P,2008000000000.00,1,1300,22,1031272,8,25,5,0,1,12,1,65000,1,1,6,0,65000,65000,2,0
P,2008000000000.00,2,1300,22,1031272,14,1,5,2,,,2,,,1,,1,,,2,1
P,2008000000000.00,3,1300,22,1031272,13,22,5,10,2,13,2,0,6,1,6,0,0,0,2,0
P,2008000000000.00,1,1600,22,1031272,23,70,1,0,1,5,2,0,6,1,1,0,0,1000,1,0
P,2008000000000.00,2,1600,22,1031272,26,76,1,1,1,3,1,0,6,1,1,0,0,33000,1,0
P,2008000000000.00,1,1401,22,1031272,14,43,5,0,1,11,1,27300,1,1,6,0,27300,29000,6,0
P,2008000000000.00,1,1401,22,1031272,15,65,3,0,1,9,1,0,6,1,4,0,0,6000,2,0
P,2008000000000.00,2,1401,22,1031272,18,46,5,10,1,11,2,25000,1,1,6,0,25000,25000,2,0
P,2008000000000.00,1,1600,22,1031272,10,36,1,0,1,13,1,75000,1,1,1,0,75000,75030,1,0
P,2008000000000.00,2,1600,22,1031272,14,32,1,1,1,13,2,0,6,23,1,0,0,0,1,0
P,2008000000000.00,3,1600,22,1031272,22,8,5,2,2,2,2,,,23,,1,,,1,1
P,2008000000000.00,4,1600,22,1031272,18,5,5,2,2,2,1,,,23,,1,,,1,1
P,2008000000000.00,5,1600,22,1031272,62,2,5,2,,,1,,,23,,1,,,1,1
P,2008000000000.00,1,1600,22,1031272,19,70,3,0,1,11,2,0,6,1,4,0,0,6000,1,0
P,2008000000000.00,1,1600,22,1031272,17,64,3,0,1,9,2,0,6,1,4,0,0,8200,1,0
P,2008000000000.00,1,1402,22,1031272,20,83,2,0,1,9,2,0,6,1,3,0,0,42300,1,0
P,2008000000000.00,1,1502,22,1031272,34,18,5,14,3,9,2,9300,6,1,6,0,9300,9300,1,0
P,2008000000000.00,1,1600,22,1031272,53,23,5,0,1,9,1,35000,1,1,6,0,35000,35000,1,0
P,2008000000000.00,2,1600,22,1031272,87,18,5,10,3,10,2,0,6,1,6,0,200,200,1,0
P,2008000000000.00,1,1501,22,1031272,10,28,5,0,1,11,2,13000,1,1,6,0,13000,13000,2,0
P,2008000000000.00,2,1501,22,1031272,10,8,5,2,2,2,2,,,1,,1,,,2,1
P,2008000000000.00,3,1501,22,1031272,12,5,5,2,2,2,2,,,1,,1,,,2,1
P,2008000000000.00,4,1501,22,1031272,12,4,5,2,2,1,1,,,1,,1,,,2,1
P,2008000000000.00,5,1501,22,1031272,13,3,5,2,1,1,1,,,1,,1,,,2,1
P,2008000000000.00,1,1401,22,1031272,15,30,1,0,1,9,1,32000,1,1,1,0,32000,32000,2,0
P,2008000000000.00,2,1401,22,1031272,15,33,1,1,1,9,2,0,6,1,1,0,0,0,2,0
P,2008000000000.00,3,1401,22,1031272,15,4,5,2,1,1,2,,,1,,1,,,2,1
P,2008000000000.00,4,1401,22,1031272,15,0,5,2,,,2,,,1,,1,,,2,1
P,2008000000000.00,5,1401,22,1031272,18,12,5,2,2,2,1,,,1,,1,,,2,1
P,2008000000000.00,1,1300,22,1031272,22,48,4,0,1,11,2,17500,1,1,5,0,17500,19900,2,0
P,2008000000000.00,2,1300,22,1031272,15,25,5,2,1,7,1,15600,1,1,6,0,15600,15600,2,0
P,2008000000000.00,3,1300,22,1031272,23,23,5,2,1,6,2,0,6,1,6,0,0,0,2,0
P,2008000000000.00,4,1300,22,1031272,23,21,5,2,1,6,2,0,6,1,6,0,0,6900,2,0
P,2008000000000.00,5,1300,22,1031272,28,7,5,5,2,2,1,,,1,,0,,,2,1
P,2008000000000.00,6,1300,22,1031272,28,1,5,5,,,2,,,1,,0,,,2,1
P,2008000000000.00,1,1300,22,1031272,7,84,2,0,1,13,2,0,6,1,3,0,0,17400,1,0
P,2008000000000.00,1,1300,22,1031272,28,72,3,0,1,11,2,0,6,1,4,0,0,6800,2,0
P,2008000000000.00,1,1502,22,1031272,70,24,5,0,1,10,1,24000,1,1,6,0,24000,24000,2,0
P,2008000000000.00,1,1600,22,1031272,16,61,3,0,1,11,2,0,6,1,4,0,0,36000,1,0
P,2008000000000.00,1,1502,22,1031272,18,68,1,0,1,11,1,0,6,1,1,0,0,14000,2,0
P,2008000000000.00,2,1502,22,1031272,12,68,1,1,1,11,2,0,6,1,1,0,0,14400,2,0
P,2008000000000.00,1,1600,22,1031272,20,56,1,0,1,13,1,70000,1,1,1,0,70000,70000,1,0
P,2008000000000.00,2,1600,22,1031272,20,57,1,1,1,12,2,38000,1,1,1,0,38000,38000,1,0
P,2008000000000.00,1,1502,22,1031272,17,50,4,0,1,12,2,14000,1,1,5,0,14000,14000,2,0
P,2008000000000.00,2,1502,22,1031272,22,18,5,2,2,9,2,5000,3,1,6,0,5000,5000,2,0
P,2008000000000.00,3,1502,22,1031272,22,17,5,2,1,4,1,2000,3,1,6,1,2000,2000,2,1
P,2008000000000.00,1,1600,22,1031272,46,39,1,0,1,11,2,0,1,1,1,0,12900,12900,1,0
P,2008000000000.00,2,1600,22,1031272,48,33,1,1,1,14,1,140000,1,1,1,0,140000,140000,1,0
P,2008000000000.00,3,1600,22,1031272,44,0,5,2,,,2,,,1,,1,,,1,1
P,2008000000000.00,4,1600,22,1031272,46,11,5,2,2,2,2,,,1,,1,,,1,1
P,2008000000000.00,5,1600,22,1031272,46,8,5,2,2,2,2,,,1,,1,,,1,1
P,2008000000000.00,1,1600,22,1031272,59,31,5,0,1,8,1,10000,1,1,6,0,10000,10000,1,0
P,2008000000000.00,2,1600,22,1031272,69,23,1,3,1,10,1,12000,3,1,2,0,12000,12000,1,0
P,2008000000000.00,3,1600,22,1031272,68,21,1,9,1,10,2,1000,6,1,2,0,1000,1000,1,0
P,2008000000000.00,1,1502,22,1031272,14,82,2,0,1,9,2,0,6,1,3,0,0,13100,2,0
P,2008000000000.00,1,1600,22,1031272,24,43,1,0,1,10,2,26000,1,1,1,0,26000,114000,1,0
P,2008000000000.00,2,1600,22,1031272,24,40,1,1,3,11,1,30000,1,1,1,0,30000,30010,1,0
P,2008000000000.00,3,1600,22,1031272,23,16,5,2,3,7,2,960,1,1,6,1,960,960,1,1
P,2008000000000.00,1,1501,22,1031272,11,29,3,0,1,9,2,14400,1,1,4,0,14400,15600,2,0
P,2008000000000.00,2,1501,22,1031272,13,7,5,2,2,2,1,,,1,,1,,,2,1
P,2008000000000.00,3,1501,22,1031272,13,5,5,2,2,2,1,,,1,,1,,,2,1
P,2008000000000.00,4,1501,22,1031272,14,13,5,7,2,3,2,,,1,,0,,,2,1
P,2008000000000.00,1,1401,22,1031272,9,86,2,0,1,9,1,0,6,1,3,0,0,30000,1,0
P,2008000000000.00,1,1300,22,1031272,6,65,3,0,1,8,2,0,6,1,4,0,0,8300,1,0
P,2008000000000.00,2,1300,22,1031272,4,40,3,2,1,8,1,0,6,1,4,0,0,0,1,0
P,2008000000000.00,1,1300,22,1031272,99,54,3,13,1,9,2,0,6,1,4,0,0,620,1,0
P,2008000000000.00,1,1501,22,1031272,14,76,1,0,1,9,2,0,6,1,1,0,0,37300,1,0
P,2008000000000.00,2,1501,22,1031272,13,80,1,1,1,10,1,0,6,1,1,0,0,23300,1,0
P,2008000000000.00,1,1600,22,1031272,21,69,2,0,1,13,2,120000,6,1,3,0,120000,138000,1,0
P,2008000000000.00,1,1402,22,1031272,13,56,1,0,1,11,1,0,6,1,1,0,0,29700,1,0
P,2008000000000.00,2,1402,22,1031272,13,56,1,1,1,11,2,5900,1,1,1,0,5900,5900,1,0
P,2008000000000.00,1,1402,22,1031272,18,25,5,0,2,13,2,3400,6,1,6,0,3400,3400,1,0
P,2008000000000.00,2,1402,22,1031272,22,22,5,3,2,10,2,7000,1,1,6,0,7000,7000,1,0
P,2008000000000.00,3,1402,22,1031272,13,18,5,3,2,9,2,3900,1,1,6,0,3900,3900,1,0
P,2008000000000.00,1,1600,22,1031272,14,42,1,0,1,13,1,22000,1,1,1,0,22000,22000,1,0
P,2008000000000.00,2,1600,22,1031272,16,49,1,1,1,9,2,39500,1,1,1,0,39500,39500,1,0
P,2008000000000.00,1,1600,22,1031272,17,46,1,0,1,10,1,44000,1,1,1,0,44000,44000,1,0
P,2008000000000.00,2,1600,22,1031272,16,44,1,1,3,10,2,30000,1,1,1,0,30000,30000,1,0
P,2008000000000.00,3,1600,22,1031272,19,20,5,2,2,11,1,9000,1,1,6,0,9000,9000,1,0
P,2008000000000.00,4,1600,22,1031272,18,18,5,2,2,9,2,6000,1,1,6,0,6000,6000,1,0
P,2008000000000.00,5,1600,22,1031272,13,15,5,2,2,5,2,0,,1,6,1,,0,1,1
P,2008000000000.00,6,1600,22,1031272,17,14,5,2,2,4,1,,,1,,1,,,1,1
P,2008000000000.00,7,1600,22,1031272,17,11,5,2,2,3,1,,,1,,1,,,1,1
P,2008000000000.00,8,1600,22,1031272,14,6,5,2,3,2,2,,,1,,1,,,1,1
P,2008000000000.00,1,1600,22,1031272,28,36,1,0,1,9,1,30500,2,23,1,0,30500,37100,1,0
P,2008000000000.00,2,1600,22,1031272,27,33,1,1,1,13,2,15000,1,23,1,0,15000,15000,1,0
P,2008000000000.00,3,1600,22,1031272,31,13,5,2,2,4,1,,,23,,1,,,1,1
P,2008000000000.00,4,1600,22,1031272,33,11,5,2,2,2,1,,,23,,1,,,1,1
P,2008000000000.00,1,1501,22,1031272,15,60,5,0,1,14,2,55000,1,1,6,0,55000,59000,2,0
P,2008000000000.00,1,1401,22,1031272,21,63,1,0,1,10,1,50000,1,1,1,0,50000,51000,1,0
P,2008000000000.00,2,1401,22,1031272,23,49,1,1,3,9,2,22000,1,1,1,0,22000,22000,2,0
P,2008000000000.00,3,1401,22,1031272,29,22,5,2,2,10,2,10000,1,1,6,0,10000,10000,2,0
P,2008000000000.00,1,1402,22,1031272,14,25,5,0,1,14,2,4600,1,1,6,0,4600,4600,2,0
P,2008000000000.00,1,1300,22,1031272,29,72,1,0,1,9,1,0,6,1,1,0,0,58200,1,0
P,2008000000000.00,2,1300,22,1031272,24,72,1,1,1,9,2,0,6,1,1,0,0,7000,1,0
P,2008000000000.00,1,1501,22,1031272,4,56,1,0,1,10,1,0,1,1,1,0,12000,12000,2,0
P,2008000000000.00,2,1501,22,1031272,3,54,1,1,1,9,2,28800,1,1,1,0,28800,28800,2,0
P,2008000000000.00,3,1501,22,1031272,8,24,5,2,1,9,1,0,3,1,6,0,8000,8000,2,0
P,2008000000000.00,1,1401,22,1031272,43,33,3,0,1,9,2,47000,1,1,4,0,47000,47000,1,0
P,2008000000000.00,2,1401,22,1031272,36,15,5,2,2,5,2,0,,1,6,1,,0,1,1
P,2008000000000.00,3,1401,22,1031272,46,14,5,2,2,4,2,,,1,,1,,,1,1
P,2008000000000.00,4,1401,22,1031272,50,8,5,2,2,2,1,,,1,,1,,,1,1
P,2008000000000.00,1,1502,22,1031272,23,56,1,0,1,9,2,0,6,1,1,0,0,28200,1,0
P,2008000000000.00,2,1502,22,1031272,24,59,1,1,1,9,1,91000,1,1,1,0,91000,91000,1,0
P,2008000000000.00,1,1501,22,1031272,27,56,3,0,1,11,2,24000,1,1,4,0,24000,24000,2,0
P,2008000000000.00,1,1300,22,1031272,15,44,2,13,1,13,1,420,6,1,3,0,420,420,2,0
P,2008000000000.00,1,1502,22,1031272,20,42,1,0,1,16,2,160000,1,1,1,0,160000,259000,1,0
P,2008000000000.00,2,1502,22,1031272,22,45,1,1,1,15,1,50000,1,1,1,0,50000,50000,1,0
P,2008000000000.00,1,1600,22,1031272,9,56,1,0,1,9,1,77000,1,1,1,0,77000,77000,9,0
P,2008000000000.00,2,1600,22,1031272,13,49,1,1,1,11,2,12000,1,1,1,0,12000,12000,1,0
P,2008000000000.00,1,1501,22,1031272,36,20,5,14,2,11,2,3200,6,1,6,0,3200,3200,2,0
P,2008000000000.00,1,1402,22,1031272,11,60,1,0,1,14,1,55000,6,1,2,0,55000,102000,2,0
P,2008000000000.00,1,1402,22,1031272,42,45,3,0,1,13,2,70000,1,1,4,0,70000,70000,1,0
P,2008000000000.00,2,1402,22,1031272,35,18,5,2,3,7,2,6000,1,1,6,0,6000,6000,1,0
P,2008000000000.00,1,1300,22,1031272,20,59,5,0,1,9,2,28000,1,1,6,0,28000,28000,2,0
P,2008000000000.00,1,1402,22,1031272,15,58,1,0,1,9,2,0,6,1,1,0,0,30,1,0
P,2008000000000.00,2,1402,22,1031272,17,59,1,1,1,11,1,0,6,1,1,0,0,23400,1,0
P,2008000000000.00,1,1300,22,1031272,13,48,5,13,1,9,1,0,6,1,6,0,0,0,2,0
P,2008000000000.00,1,1600,22,1031272,23,61,1,0,1,14,2,53000,1,1,1,0,53000,54000,1,0
P,2008000000000.00,2,1600,22,1031272,25,58,1,1,1,13,1,160000,1,1,1,0,160000,162000,1,0
P,2008000000000.00,3,1600,22,1031272,27,22,5,2,2,11,1,10000,1,1,6,0,10000,10000,1,0
P,2008000000000.00,1,1502,22,1031272,11,59,1,0,1,16,2,97000,1,1,1,0,97000,162300,1,0
P,2008000000000.00,2,1502,22,1031272,10,53,1,1,1,9,1,18100,1,1,1,0,18100,18100,1,0
P,2008000000000.00,1,1600,22,1031272,12,30,5,0,1,8,2,0,6,1,6,0,0,15000,2,0
P,2008000000000.00,2,1600,22,1031272,11,11,5,2,2,3,2,,,1,,1,,,2,1
P,2008000000000.00,3,1600,22,1031272,12,10,5,2,2,2,1,,,1,,1,,,2,1
P,2008000000000.00,4,1600,22,1031272,9,9,5,2,2,2,2,,,1,,1,,,2,1
P,2008000000000.00,5,1600,22,1031272,11,2,5,2,,,1,,,1,,1,,,2,1
P,2008000000000.00,6,1600,22,1031272,13,2,5,2,,,2,,,1,,1,,,2,1
P,2008000000000.00,1,1401,22,1031272,80,54,5,0,1,5,1,0,6,1,6,0,0,12000,1,0
P,2008000000000.00,2,1401,22,1031272,84,56,5,10,1,4,2,0,6,1,6,0,0,9000,1,0
P,2008000000000.00,1,1300,22,1031272,16,48,5,13,1,9,1,29900,6,1,6,0,29900,29900,3,0
P,2008000000000.00,1,1402,22,1031272,29,40,3,0,1,12,1,50000,1,1,4,0,50000,50000,1,0
P,2008000000000.00,2,1402,22,1031272,30,31,5,10,1,10,2,32000,1,1,6,0,32000,32000,1,0
P,2008000000000.00,1,1402,22,1031272,45,29,1,0,1,6,2,1200,6,1,1,0,1200,1200,1,0
P,2008000000000.00,2,1402,22,1031272,51,29,1,1,1,9,1,78000,3,1,1,0,78000,78000,1,0
P,2008000000000.00,1,1300,22,1031272,31,74,2,0,1,3,1,0,6,1,3,0,0,15800,1,0
P,2008000000000.00,2,1300,22,1031272,30,37,5,2,1,9,1,0,6,1,6,0,0,0,1,0
P,2008000000000.00,1,1501,22,1031272,8,83,2,0,1,4,2,0,6,1,3,0,0,11400,2,0
P,2008000000000.00,2,1501,22,1031272,13,61,3,2,1,10,2,0,6,1,4,0,0,0,2,0
P,2008000000000.00,1,1401,22,1031272,40,67,3,0,1,9,1,23000,6,1,4,0,23000,45000,1,0
P,2008000000000.00,1,1501,22,1031272,45,26,5,0,1,8,2,0,6,1,6,0,0,6000,2,0
P,2008000000000.00,2,1501,22,1031272,54,8,5,2,2,2,2,,,1,,1,,,2,1
P,2008000000000.00,3,1501,22,1031272,52,5,5,2,2,2,1,,,1,,1,,,2,1
P,2008000000000.00,4,1501,22,1031272,45,3,5,2,1,1,2,,,1,,1,,,2,1
P,2008000000000.00,5,1501,22,1031272,45,0,5,2,,,2,,,1,,1,,,2,1
P,2008000000000.00,1,1600,22,1031272,22,36,1,0,1,10,1,100000,1,1,1,0,100000,100000,1,0
P,2008000000000.00,2,1600,22,1031272,23,35,1,1,1,14,2,0,6,1,1,0,0,0,1,0
P,2008000000000.00,3,1600,22,1031272,23,4,5,2,3,2,2,,,1,,1,,,1,1
P,2008000000000.00,1,1502,22,1031272,11,25,5,0,1,13,1,45000,1,1,6,0,45000,45000,1,0
P,2008000000000.00,2,1502,22,1031272,10,26,5,10,2,13,2,29400,1,1,6,0,29400,29400,1,0
P,2008000000000.00,1,1600,22,1031272,47,20,5,0,1,11,2,11000,1,1,6,0,11000,11000,1,0
P,2008000000000.00,2,1600,22,1031272,105,33,4,9,1,9,1,35000,1,1,5,0,35000,35000,1,0
P,2008000000000.00,1,1600,22,1031272,6,65,2,0,1,9,2,0,6,1,3,0,0,12000,1,0
P,2008000000000.00,1,1600,22,1031272,18,51,1,0,1,9,2,10000,6,1,1,0,10000,10000,1,0
P,2008000000000.00,2,1600,22,1031272,20,63,1,1,1,12,1,0,6,1,1,0,0,17600,1,0
P,2008000000000.00,1,1502,22,1031272,47,59,1,0,1,13,1,148000,1,1,1,0,148000,149500,1,0
P,2008000000000.00,2,1502,22,1031272,45,59,1,1,1,16,2,0,1,1,1,0,120000,120270,1,0
P,2008000000000.00,1,1600,22,1031272,28,54,1,0,1,11,1,0,1,1,1,0,41600,41600,1,0
P,2008000000000.00,2,1600,22,1031272,29,49,1,1,1,12,2,26200,1,1,1,0,26200,26200,1,0
P,2008000000000.00,1,1300,22,1031272,9,39,1,0,1,11,1,45000,1,1,1,0,45000,45000,8,0
P,2008000000000.00,2,1300,22,1031272,9,38,1,1,1,11,2,50000,1,1,1,0,50000,50000,8,0
P,2008000000000.00,1,1600,22,1031272,18,41,1,0,1,9,1,84000,1,1,1,0,84000,84000,1,0
P,2008000000000.00,2,1600,22,1031272,21,37,1,1,1,9,2,0,6,1,1,0,0,0,1,0
P,2008000000000.00,3,1600,22,1031272,16,19,5,2,2,10,1,0,6,1,6,0,0,0,1,0
P,2008000000000.00,4,1600,22,1031272,18,16,5,2,2,6,2,0,6,1,6,1,0,0,1,1
P,2008000000000.00,1,1502,22,1031272,16,23,5,0,2,14,2,11000,1,1,6,0,11000,11000,1,0
P,2008000000000.00,1,1501,22,1031272,7,89,2,0,1,4,2,0,6,1,3,0,0,18000,2,0
P,2008000000000.00,2,1501,22,1031272,11,65,5,2,1,13,1,0,6,1,6,0,0,0,2,0
P,2008000000000.00,1,1401,22,1031272,16,56,1,0,1,11,1,12000,6,1,1,0,12000,40000,1,0
P,2008000000000.00,2,1401,22,1031272,17,53,1,1,1,9,2,32000,1,1,1,0,32000,32000,1,0
P,2008000000000.00,3,1401,22,1031272,23,23,5,2,1,9,2,15000,1,1,6,0,15000,15000,1,0
P,2008000000000.00,1,1502,22,1031272,15,47,5,0,1,11,2,38000,1,1,6,0,38000,38000,1,0
P,2008000000000.00,2,1502,22,1031272,14,16,5,2,3,4,2,3000,1,1,6,1,3000,3000,1,1
P,2008000000000.00,1,1300,22,1031272,55,54,1,0,1,9,2,14000,3,1,1,0,14000,15500,1,0
P,2008000000000.00,2,1300,22,1031272,51,52,1,1,1,10,1,0,1,1,1,0,16000,16000,1,0
P,2008000000000.00,1,1502,22,1031272,12,21,5,0,2,11,2,500,1,1,6,0,500,500,1,0
P,2008000000000.00,2,1502,22,1031272,9,20,5,9,2,11,2,300,2,1,6,0,300,300,9,0
P,2008000000000.00,1,1501,22,1031272,23,34,5,0,2,13,2,20000,1,1,6,0,20000,20000,2,0
P,2008000000000.00,2,1501,22,1031272,27,35,3,9,2,11,2,18000,1,1,4,0,18000,18000,2,0
P,2008000000000.00,3,1501,22,1031272,21,17,5,9,2,7,1,0,6,1,6,0,0,0,2,0
P,2008000000000.00,1,1600,22,1031272,18,36,1,0,1,13,1,60000,1,1,1,0,60000,60000,1,0
P,2008000000000.00,2,1600,22,1031272,16,30,1,1,1,14,2,40000,1,1,1,0,40000,40000,1,0
P,2008000000000.00,1,1402,22,1031272,50,47,1,0,1,13,1,353000,1,4,1,0,677000,687000,8,0
P,2008000000000.00,2,1402,22,1031272,34,46,1,1,1,13,2,0,6,1,1,0,0,69000,1,0
P,2008000000000.00,3,1402,22,1031272,28,15,5,2,3,5,2,0,,4,6,1,,0,8,1
P,2008000000000.00,4,1402,22,1031272,37,13,5,2,3,4,2,,,4,,1,,,8,1
P,2008000000000.00,1,1300,22,1031272,5,25,4,0,1,9,2,10000,1,1,5,0,10000,10000,2,0
P,2008000000000.00,2,1300,22,1031272,6,11,5,2,2,2,2,,,1,,1,,,2,1
P,2008000000000.00,1,1300,22,1031272,9,54,1,0,1,11,1,73000,1,1,1,0,73000,73000,1,0
P,2008000000000.00,2,1300,22,1031272,9,53,1,1,1,11,2,0,6,1,1,0,0,14000,1,0
P,2008000000000.00,3,1300,22,1031272,20,26,5,2,1,11,1,35000,1,1,6,0,35000,35000,1,0
P,2008000000000.00,4,1300,22,1031272,9,13,5,5,3,4,2,,,1,,0,,,1,1
P,2008000000000.00,5,1300,22,1031272,15,76,2,6,1,8,2,21000,1,1,3,0,21000,31800,1,0
P,2008000000000.00,1,1300,22,1031272,35,45,1,0,1,9,1,12000,1,1,1,0,12000,12000,2,0
P,2008000000000.00,2,1300,22,1031272,29,37,1,1,1,7,2,0,3,1,1,0,0,0,2,0
P,2008000000000.00,3,1300,22,1031272,21,3,5,2,1,1,2,,,1,,1,,,2,1
P,2008000000000.00,4,1300,22,1031272,21,2,5,2,,,2,,,1,,1,,,2,1
P,2008000000000.00,5,1300,22,1031272,31,7,5,2,2,2,2,,,1,,1,,,2,1
P,2008000000000.00,1,1401,22,1031272,19,53,1,0,1,13,1,40000,1,1,1,0,40000,40000,2,0
P,2008000000000.00,2,1401,22,1031272,17,54,1,1,1,14,2,58000,1,1,1,0,58000,58000,2,0
P,2008000000000.00,3,1401,22,1031272,22,27,5,2,1,13,2,42000,1,1,6,0,42000,42000,2,0
P,2008000000000.00,1,1600,22,1031272,28,57,1,0,1,10,1,45000,1,1,1,0,45000,45000,2,0
P,2008000000000.00,2,1600,22,1031272,23,57,1,1,1,11,2,25000,1,1,1,0,25000,25060,2,0
P,2008000000000.00,1,1401,22,1031272,12,42,3,0,1,11,2,6000,1,1,4,0,6000,6000,2,0
P,2008000000000.00,2,1401,22,1031272,12,16,5,2,2,6,2,800,1,1,6,1,800,800,2,1
P,2008000000000.00,3,1401,22,1031272,14,11,5,2,2,3,1,,,1,,1,,,2,1
P,2008000000000.00,1,1501,22,1031272,17,45,1,0,1,12,2,0,6,1,2,0,0,0,2,0
P,2008000000000.00,2,1501,22,1031272,17,18,5,2,2,7,1,0,6,1,6,0,0,0,2,0
P,2008000000000.00,3,1501,22,1031272,15,16,5,2,2,6,2,0,6,1,6,1,0,0,2,1
P,2008000000000.00,1,1600,22,1031272,8,60,1,0,1,9,1,25000,6,1,1,0,25000,25000,1,0
P,2008000000000.00,2,1600,22,1031272,7,60,1,1,1,9,2,0,6,1,1,0,0,0,1,0
P,2008000000000.00,1,1401,22,1031272,4,16,5,13,1,4,1,0,6,1,6,0,0,0,2,0
P,2008000000000.00,1,1502,22,1031272,13,60,3,0,1,14,2,37000,1,1,4,0,37000,41000,2,0
P,2008000000000.00,2,1502,22,1031272,18,60,3,12,1,13,2,37000,1,1,4,0,37000,37000,2,0
P,2008000000000.00,1,1300,22,1031272,43,23,5,0,1,9,1,80000,1,1,6,0,80000,80000,1,0
P,2008000000000.00,1,1501,22,1031272,29,38,2,0,1,7,2,0,6,1,3,0,0,4900,2,0
P,2008000000000.00,2,1501,22,1031272,44,24,5,2,2,11,2,9500,1,1,6,0,9500,9500,2,0
P,2008000000000.00,3,1501,22,1031272,33,14,5,2,2,4,2,,,1,,1,,,2,1
P,2008000000000.00,4,1501,22,1031272,32,7,5,5,2,2,2,,,1,,0,,,2,1
P,2008000000000.00,5,1501,22,1031272,33,6,5,5,2,2,2,,,1,,0,,,2,1
P,2008000000000.00,6,1501,22,1031272,26,1,5,5,,,2,,,1,,0,,,2,1
P,2008000000000.00,1,1402,22,1031272,18,31,1,0,1,11,2,3000,6,1,1,0,3000,3000,1,0
P,2008000000000.00,2,1402,22,1031272,19,36,1,1,1,9,1,80000,1,1,1,0,80000,80000,1,0
P,2008000000000.00,3,1402,22,1031272,19,14,5,2,2,4,1,,,1,,1,,,1,1
P,2008000000000.00,4,1402,22,1031272,20,11,5,2,2,2,2,,,1,,1,,,1,1
P,2008000000000.00,1,1300,22,1031272,14,84,1,0,1,9,1,0,6,1,1,0,0,28300,1,0
P,2008000000000.00,2,1300,22,1031272,12,73,1,1,1,9,2,0,6,1,1,0,0,4400,1,0
P,2008000000000.00,1,1300,22,1031272,13,53,3,0,2,13,2,45000,1,1,4,0,45000,45000,1,0
P,2008000000000.00,1,1402,22,1031272,38,21,5,0,1,11,1,65000,1,1,6,0,65000,65000,1,0
P,2008000000000.00,1,1600,22,1031272,26,37,3,0,1,10,1,65000,1,1,4,0,65000,65000,1,0
P,2008000000000.00,2,1600,22,1031272,25,15,5,2,2,5,2,0,,1,6,1,,0,1,1
P,2008000000000.00,3,1600,22,1031272,25,35,5,10,1,10,2,12200,1,1,6,0,12200,12200,1,0
P,2008000000000.00,1,1600,22,1031272,18,54,1,0,1,15,1,78000,1,1,1,0,78000,78100,1,0
P,2008000000000.00,2,1600,22,1031272,19,55,1,1,1,11,2,26600,1,1,1,0,26600,26600,1,0
P,2008000000000.00,1,1502,22,1031272,20,43,3,0,1,11,2,0,1,1,4,0,35000,35000,1,0
P,2008000000000.00,2,1502,22,1031272,20,15,5,2,2,5,2,0,,1,6,1,,200,1,1
P,2008000000000.00,1,1501,22,1031272,39,25,5,0,1,12,2,14000,1,1,6,0,14000,14000,2,0
P,2008000000000.00,2,1501,22,1031272,40,3,5,2,1,1,2,,,1,,1,,,2,1
P,2008000000000.00,3,1501,22,1031272,49,1,5,2,,,1,,,1,,1,,,2,1
P,2008000000000.00,1,1402,22,1031272,19,57,5,0,1,13,2,2400,3,1,6,0,2400,2770,1,0
P,2008000000000.00,1,1600,22,1031272,28,73,2,0,1,14,1,0,6,1,3,0,0,22200,1,0
P,2008000000000.00,1,1300,22,1031272,30,69,1,0,1,14,1,0,1,1,1,0,44000,44000,1,0
P,2008000000000.00,2,1300,22,1031272,24,67,1,1,1,11,2,44000,1,1,1,0,44000,44000,1,0
P,2008000000000.00,1,1401,22,1031272,41,83,2,0,1,11,2,50000,1,1,3,0,50000,73700,1,0
P,2008000000000.00,2,1401,22,1031272,56,45,5,2,1,11,1,0,6,1,6,0,0,12000,1,0
P,2008000000000.00,1,1600,22,1031272,19,30,1,0,1,9,1,60000,1,1,1,0,60000,60050,1,0
P,2008000000000.00,2,1600,22,1031272,17,32,1,1,1,9,2,0,6,1,1,0,0,0,1,0
P,2008000000000.00,1,1600,22,1031272,4,72,1,0,1,10,1,0,6,1,1,0,0,15610,1,0
P,2008000000000.00,2,1600,22,1031272,4,67,1,1,1,13,2,61000,1,1,1,0,61000,81400,1,0
P,2008000000000.00,1,1501,22,1031272,33,32,1,0,1,11,1,32000,1,1,1,0,32000,32000,2,0
P,2008000000000.00,2,1501,22,1031272,27,25,1,1,1,9,2,35000,1,1,1,0,35000,35000,2,0
P,2008000000000.00,1,1501,22,1031272,26,27,5,0,1,9,2,24000,1,1,6,0,24000,24000,2,0
P,2008000000000.00,2,1501,22,1031272,34,27,5,10,1,9,1,0,6,1,6,0,0,7500,2,0
P,2008000000000.00,1,1300,22,1031272,15,62,5,13,1,9,1,0,6,1,6,0,0,0,2,0
P,2008000000000.00,1,1502,22,1031272,6,19,5,0,2,11,2,10000,1,1,6,0,10000,10000,1,0
P,2008000000000.00,2,1502,22,1031272,9,19,5,9,1,11,2,13000,1,1,6,0,13000,13000,1,0
P,2008000000000.00,1,1401,22,1031272,35,22,5,0,2,11,2,10000,1,1,6,0,10000,10000,2,0
P,2008000000000.00,2,1401,22,1031272,38,16,5,3,2,6,1,0,6,1,6,0,0,0,2,1
